ReferenceID,Block,Lot,BuildingAddress,NoticeDate,Neighborhood,PoliceDistrict,CouncilDistrict,Location,Zip Codes,2010 Census Neighborhoods,2010 Census Wards Precincts
4093 025 032119,4093,025,3017 INDEPENDENCE ST,03/21/2019,Better Waverly,Northern,14,"(39.32409824, -76.60318989)",27307,16,180
1606 046 081210,1606,046,814 N PATTERSON PARK AVE,08/12/2010,Middle East,Eastern,13,"(39.30015897, -76.58548025)",13987,152,125
3016 007 050515,3016,007,3207 CLIFTON AVE,05/05/2015,Walbrook,Southwestern,7,"(39.31077762, -76.67187352)",27297,246,44
8270 006 040517,8270,006,5510 HADDON AVE,04/05/2017,Grove Park,Northwestern,5,"(39.33717223, -76.70283287)",13995,97,61
0150 049 122309,0150,049,1620 W SARATOGA ST,12/23/2009,Franklin Square,Western,9,"(39.29228725, -76.64344728)",27632,84,10
1108 059 071015,1108,059,1502 E LANVALE ST,07/10/2015,Oliver,Eastern,12,"(39.30967477, -76.59777103)",26956,180,154
4527 031A 051706,4527,031A,5327 DENMORE AVE,05/17/2006,Arlington,Northwestern,5,"(39.3498285, -76.68126938)",27295,5,244
0378 011 101318,0378,011,1420 MADISON AVE,10/13/2018,Madison Park,Central,11,"(39.30427378, -76.62889552)",27301,144,101
3173 006 020408,3173,006,3620 REISTERSTOWN ROAD,02/04/2008,Park Circle,Northwestern,6,"(39.32958034, -76.66115052)",27295,187,72
4577 037 030918,4577,037,3604 OAKMONT AVE,03/09/2018,Central Park Heights,Northwestern,6,"(39.3443193, -76.67702469)",27295,43,239
1114 010 070217,1114,010,1218 E FEDERAL ST,07/02/2017,Oliver,Eastern,12,"(39.30845674, -76.6015833)",13645,180,193
2138 047 061410,2138,047,2691 DULANY ST,06/14/2010,Millhill,Southwestern,9,"(39.27913693, -76.65864014)",27632,154,281
1645 075 021019,1645,075,616 N CURLEY ST,02/10/2019,Ellwood Park/Monument,Southeastern,13,"(39.29858752, -76.57611619)",13987,78,124
2325 036 011415,2325,036,2138 PRESSTMAN ST,01/14/2015,Easterwood,Western,7,"(39.30528017, -76.6521386)",27301,74,25
1503 036 012209,1503,036,2331 E OLIVER ST,01/22/2009,Broadway East,Eastern,13,"(39.30768727, -76.58451886)",26956,23,148
0280 028 111210,0280,028,1402 RAMSAY ST,11/12/2010,New Southwest/Mount Clare,Southern,9,"(39.28360649, -76.63967533)",27632,159,9
3238 010 030510,3238,010,3504 WOODBROOK AVE,03/05/2010,Parkview/Woodbrook,Western,7,"(39.31816941, -76.65115391)",27301,190,21
1555 037 062207,1555,037,1119 N MONTFORD AVE,06/22/2007,Biddle Street,Eastern,13,"(39.30430889, -76.58378861)",26956,19,153
3014 017 092718,3014,017,3017 CLIFTON AVE,09/27/2018,Walbrook,Southwestern,7,"(39.31089611, -76.66857332)",27297,246,43
0321 095 082709,0321,095,1915 ETTING ST,08/27/2009,Druid Heights,Central,11,"(39.30677949, -76.63526964)",27301,66,99
0121 053 012315,0121,053,505 N FULTON AVE,01/23/2015,Harlem Park,Western,9,"(39.29412011, -76.64523447)",27632,106,88
0272 070 070809,0272,070,306 S PULASKI ST,07/08/2009,Carrollton Ridge,Southwestern,9,"(39.28369928, -76.65005478)",27632,36,279
0148 023 102511,0148,023,1806 W SARATOGA ST,10/25/2011,Franklin Square,Western,9,"(39.29220292, -76.64570166)",27632,84,80
2450 021 061319,2450,021,1526 N ELLAMONT ST,06/13/2019,Rosemont,Southwestern,9,"(39.3052335, -76.67095693)",27297,216,81
0168 032 102907,0168,032,228 N CAREY ST,10/29/2007,Franklin Square,Western,9,"(39.29187784, -76.63861585)",27632,84,10
3347F036 012719,3347F,036,2621 LOYOLA NORTHWAY,01/27/2019,Greenspring,Northern,6,"(39.33897918, -76.66252582)",27295,96,70
1467 075 112607,1467,075,1635 N DURHAM ST,11/26/2007,Broadway East,Eastern,12,"(39.30953239, -76.5920796)",26956,23,154
4592 025 101618,4592,025,5049 PEMBRIDGE AVE,10/16/2018,Central Park Heights,Northwestern,6,"(39.35060076, -76.67007133)",27295,43,243
3321 017 022108,3321,017,3932 PARK HEIGHTS AVE,02/21/2008,Central Park Heights,Northwestern,6,"(39.33394765, -76.66273167)",27295,43,70
0307 004 090105,0307,004,2106 DIVISION ST,09/01/2005,Druid Heights,Central,7,"(39.30749882, -76.6378121)",27301,66,98
7225 023 111016,7225,023,1639 LOCUST ST,11/10/2016,Curtis Bay,Southern,10,"(39.2266583, -76.58750584)",27939,61,37
0347 042 122118,0347,042,1604 DIVISION ST,12/21/2018,Upton,Central,11,"(39.30367551, -76.633057)",27301,242,99
0049 021 042310,0049,021,1140 N MONROE ST,04/23/2010,Midtown-Edmondson,Western,9,"(39.30176985, -76.64796084)",27301,153,86
0719B002 010808,0719B,002,602 S MONROE ST,01/08/2008,Carrollton Ridge,Southern,9,"(39.28084657, -76.6467587)",27632,36,279
0293 009 040214,0293,009,1718 N CAREY ST,04/02/2014,Sandtown-Winchester,Western,7,"(39.30902187, -76.6433567)",27301,221,22
3406 049 011112,3406,049,1613 RETREAT ST,01/11/2012,Penn North,Western,7,"(39.3116505, -76.64312162)",27301,195,19
0115 067 100308,0115,067,1045 BRANTLEY AVE,10/03/2008,Harlem Park,Western,9,"(39.2959976, -76.63544385)",27301,106,53
1477 065 071418,1477,065,1728 E OLIVER ST,07/14/2018,Broadway East,Eastern,12,"(39.30772218, -76.59337856)",26956,23,154
7615 014 071814,7615,014,448 ROUNDVIEW ROAD,07/18/2014,Cherry Hill,Southern,10,"(39.24980143, -76.62033607)",27937,47,146
0090 021 032619,0090,021,1235 W LAFAYETTE AVE,03/26/2019,Harlem Park,Western,9,"(39.29884248, -76.63855161)",27301,106,53
5788 009 051617,5788,009,5313 HOLDER AVE,05/16/2017,Waltherson,Notheastern,3,"(39.34652515, -76.55726124)",27291,248,225
2475E027 112808,2475E,027,3018 HARLEM AVE,11/28/2008,Franklintown Road,Southwestern,9,"(39.29599523, -76.66741216)",27297,86,83
7841H001 031919,7841H,001,2000 GRINNALDS AVE,03/19/2019,Morrell Park,Southwestern,10,"(39.26633545, -76.65047008)",27953,162,164
2419 038 092107,2419,038,1605 N LONGWOOD ST,09/21/2007,Northwest Community Action,Southwestern,7,"(39.30642835, -76.66712502)",27297,166,43
4024 050 080913,4024,050,625 COKESBURY AVE,08/09/2013,East Baltimore Midway,Eastern,12,"(39.3161041, -76.60793722)",27307,73,157
3408 048 090918,3408,048,2506 FRANCIS ST,09/09/2018,Penn North,Western,7,"(39.31275069, -76.64232555)",27301,195,19
6130 003 100217,6130,003,4005 LYNDALE AVE,10/02/2017,Belair-Edison,Notheastern,13,"(39.31859198, -76.5592519)",26956,275,196
5210C080 112613,5210C,080,1224 WALKER AVE,11/26/2013,Idlewood,Notheastern,4,"(39.37132289, -76.59331422)",28564,120,269
0020 007 111717,0020,007,1520 N FULTON AVE,11/17/2017,Sandtown-Winchester,Western,7,"(39.30572737, -76.64649139)",27301,221,36
0280 040 071608,0280,040,1426 RAMSAY ST,07/16/2008,New Southwest/Mount Clare,Southern,9,"(39.28351178, -76.64028569)",27632,159,9
0699 036 122309,0699,036,411 S PAYSON ST,12/23/2009,Carrollton Ridge,Southern,9,"(39.28262909, -76.64805179)",27632,36,279
0314 084 031513,0314,084,2011 ETTING ST,03/15/2013,Druid Heights,Central,11,"(39.30753059, -76.63621472)",27301,66,99
3824 009 052110,3824,009,2317 BARCLAY ST,05/21/2010,Barclay,Eastern,12,"(39.31591364, -76.6109813)",27307,10,11
2301 045A 041519,2301,045A,2126 PRESBURY ST,04/15/2019,Easterwood,Western,7,"(39.30782378, -76.65224989)",27301,74,25
2206B066 102111,2206B,066,2531 LAURETTA AVE,10/21/2011,Rosemont Homeowners/Tenants,Western,9,"(39.29382158, -76.65719452)",27632,218,233
2445 032 101117,2445,032,2924 RIGGS AVE,10/11/2017,Franklintown Road,Southwestern,9,"(39.30028017, -76.66683144)",27297,86,83
4511B015 040719,4511B,015,5324 CORDELIA AVE,04/07/2019,Arlington,Northwestern,5,"(39.34783057, -76.6840444)",27295,5,244
3327C017 100810,3327C,017,3437 PARK HEIGHTS AVE,10/08/2010,Park Circle,Northwestern,6,"(39.32731632, -76.65712575)",27295,187,71
3196 006 110308,3196,006,4612 REISTERSTOWN ROAD,11/03/2008,Lucille Park,Northwestern,6,"(39.34022462, -76.6719329)",27295,140,283
3243 012 010314,3243,012,2213 WHITTIER AVE,01/03/2014,Parkview/Woodbrook,Western,7,"(39.3158773, -76.64815489)",27301,190,19
7470P022 081116,7470P,022,2943 MALLVIEW ROAD,08/11/2016,Lakeland,Southern,10,"(39.2523417, -76.64124835)",27953,134,162
0120 071 080109,0120,071,1810 W FRANKLIN ST,08/01/2009,Harlem Park,Western,9,"(39.29404622, -76.64637038)",27632,106,88
4691 044 052618,4691,044,5611 PIMLICO ROAD,05/26/2018,Mount Washington,Northern,5,"(39.35917981, -76.6710328)",14001,168,250
4890 027 121017,4890,027,5409 FALLS ROAD TERR,12/10/2017,Roland Park,Northern,6,"(39.35986663, -76.6450858)",14004,214,254
4587 073 060619,4587,073,5000 QUEENSBERRY AVE,06/06/2019,Central Park Heights,Northwestern,6,"(39.34880339, -76.67126017)",27295,43,243
1277 011 031909,1277,011,518 OLDTOWN MALL,03/19/2009,Oldtown,Eastern,12,"(39.2966849, -76.60375405)",13645,179,108
7983 004 050407,7983,004,1107 WALNUT AVE,05/04/2007,Rognel Heights,Southwestern,8,"(39.29712222, -76.69160444)",27950,213,54
3196C019 111408,3196C,019,3825 BEEHLER AVE,11/14/2008,Lucille Park,Northwestern,6,"(39.3405904, -76.67597652)",27295,140,283
1474 016M 070719,1474,016M,2425 E LANVALE ST,07/07/2019,Broadway East,Eastern,13,"(39.30985037, -76.58349248)",26956,23,148
4587 002 012513,4587,002,3002 W GARRISON AVE,01/25/2013,Central Park Heights,Northwestern,6,"(39.34879091, -76.67157694)",27295,43,243
2470 049 040207,2470,049,2918 W LAFAYETTE AVE,04/02/2007,Franklintown Road,Southwestern,9,"(39.2981538, -76.66674563)",27297,86,83
0273 049 110212,0273,049,311 S PULASKI ST,11/02/2012,Carrollton Ridge,Southern,9,"(39.28365379, -76.64956654)",27632,36,279
4178E013 013015,4178E,013,2307 BELAIR ROAD,01/30/2015,Belair-Edison,Notheastern,13,"(39.31719424, -76.57838656)",26956,275,194
0260 113 111617,0260,113,1808 DOVER ST,11/16/2017,Carrollton Ridge,Southern,9,"(39.28485232, -76.64558425)",27632,36,9
1625 083 071518,1625,083,721 N ROSE ST,07/15/2018,Milton-Montford,Eastern,13,"(39.29954258, -76.58144646)",13987,155,125
4070A038 103118,4070A,038,519 E 27TH ST,10/31/2018,Better Waverly,Northern,14,"(39.32070953, -76.6083698)",27307,16,179
2409B017 081606,2409B,017,1533 POPLAR GROVE ST,08/16/2006,Northwest Community Action,Southwestern,9,"(39.30564582, -76.66524465)",27297,166,82
1646 063 121717,1646,063,603 N DECKER AVE,12/17/2017,Ellwood Park/Monument,Southeastern,13,"(39.29841484, -76.57424431)",13987,78,124
1843C062 111918,1843C,062,635 S CURLEY ST,11/19/2018,Canton,Southeastern,1,"(39.28462519, -76.57478574)",27935,30,114
2370 015 060118,2370,015,1129 ASHBURTON ST,06/01/2018,Winchester,Southwestern,9,"(39.30110129, -76.66151343)",27297,247,48
0179 055 123015,0179,055,124 N MOUNT ST,12/30/2015,Franklin Square,Western,9,"(39.29028052, -76.64409538)",27632,84,10
2174A075 072417,2174A,075,141 S CATHERINE ST,07/24/2017,Shipley Hill,Southwestern,9,"(39.28473594, -76.65561302)",27632,225,78
0223 038 021414,0223,038,2028 FREDERICK AVE,02/14/2014,Boyd-Booth,Southwestern,9,"(39.28622392, -76.64947007)",27632,4,79
4179C001 072817,4179C,001,3501 ELMLEY AVE,07/28/2017,Belair-Edison,Notheastern,13,"(39.31704053, -76.57225067)",26956,275,195
0096 064 120816,0096,064,1820 HARLEM AVE,12/08/2016,Harlem Park,Western,9,"(39.2966058, -76.64680221)",27301,106,88
1604 056 031111,1604,056,808 N CASTLE ST,03/11/2011,Middle East,Eastern,13,"(39.30011866, -76.58905641)",13987,152,126
5237B248 091918,5237B,248,1520 RAMBLEWOOD ROAD,09/19/2018,Loch Raven,Notheastern,4,"(39.36139687, -76.58613447)",28564,64,259
0073 029 031108,0073,029,920 N MOUNT ST,03/11/2008,Sandtown-Winchester,Western,9,"(39.29959946, -76.64465967)",27301,221,86
3034 023 053119,3034,023,2200 N ROSEDALE ST,05/31/2019,Walbrook,Southwestern,7,"(39.31257959, -76.66980634)",27297,246,46
3312A022 091505,3312A,022,2714 OSWEGO AVE,09/15/2005,Central Park Heights,Northwestern,6,"(39.33561384, -76.66454267)",27295,43,70
2377D031 071018,2377D,031,608 CLAYMONT AVE,07/10/2018,Mosher,Western,9,"(39.2951243, -76.66088214)",27297,163,233
1111 104 021511,1111,104,427 E LANVALE ST,02/15/2011,Greenmount West,Eastern,12,"(39.30881592, -76.60988252)",13645,95,158
1455 026 043008,1455,026,1645 N MILTON AVE,04/30/2008,Berea,Eastern,13,"(39.30996373, -76.58255745)",26956,15,277
0348 041 111315,0348,041,1607 DIVISION ST,11/13/2015,Upton,Central,11,"(39.30384743, -76.63256171)",27301,242,99
3100E018 080617,3100E,018,3134 SEQUOIA AVE,08/06/2017,East Arlington,Northwestern,7,"(39.32839271, -76.6665682)",27295,72,67
0076 013 062513,0076,013,925 N STRICKER ST,06/25/2013,Sandtown-Winchester,Western,9,"(39.29960771, -76.6412755)",27301,221,86
0227 048 111507,0227,048,50 S FULTON AVE,11/15/2007,Carrollton Ridge,Southern,9,"(39.28643991, -76.64537559)",27632,36,9
2298A018 103018,2298A,018,411 N LOUDON AVE,10/30/2018,Allendale,Southwestern,8,"(39.29203346, -76.68220047)",27950,2,75
3875 024 011314,3875,024,302 E 31ST ST,01/13/2014,Abell,Northern,14,"(39.32625365, -76.61278999)",27307,1,35
0392 017 111505,0392,017,1332 MYRTLE AVE,11/15/2005,Upton,Central,11,"(39.29931402, -76.63336724)",27301,242,90
1674 035 050419,1674,035,436 N LAKEWOOD AVE,05/04/2019,McElderry Park,Southeastern,13,"(39.29653485, -76.57956899)",27935,141,123
2507 003 062217,2507,003,704 MOUNT HOLLY ST,06/22/2017,Edmondson Village,Southwestern,8,"(39.29536656, -76.68010741)",27950,76,278
0274 057 080112,0274,057,1933 MCHENRY ST,08/01/2012,Carrollton Ridge,Southern,9,"(39.28399999, -76.64790596)",27632,36,279
5695 015 011318,5695,015,4122 WHITE AVE,01/13/2018,Glenham-Belhar,Notheastern,2,"(39.34419792, -76.54410645)",13991,93,262
0281 004 060117,0281,004,306 S WOODYEAR ST,06/01/2017,New Southwest/Mount Clare,Southern,9,"(39.28431528, -76.63878139)",27632,159,9
7447 007A 111706,7447,007A,2318 ANNAPOLIS ROAD,11/17/2006,Westport,Southern,10,"(39.26261202, -76.63455805)",27953,258,151
4156 018 112415,4156,018,1810 E NORTH AVE,11/24/2015,South Clifton Park,Eastern,12,"(39.31245479, -76.59267994)",26956,226,155
0019 006 020718,0019,006,1513 N PAYSON ST,02/07/2018,Easterwood,Western,7,"(39.30561018, -76.64939241)",27301,74,25
0058 008 112107,0058,008,1914 MOSHER ST,11/21/2007,Midtown-Edmondson,Western,9,"(39.30000149, -76.64807106)",27301,153,86
0310 016A 101916,0310,016A,2121 1/2 MCCULLOH ST,10/19/2016,Druid Heights,Central,7,"(39.30945463, -76.6359056)",27301,66,98
0084 072 072008,0084,072,813 MCKEAN AVE,07/20/2008,Harlem Park,Western,9,"(39.29818065, -76.64651373)",27301,106,88
0013A007 052908,0013A,007,1600 MCKEAN AVE,05/29/2008,Sandtown-Winchester,Western,7,"(39.30697749, -76.64741937)",27301,221,25
3011 005A 111717,3011,005A,2013 N DUKELAND ST,11/17/2017,Walbrook,Southwestern,7,"(39.31065874, -76.66380471)",27297,246,42
1604 032 022213,1604,032,2019 ASHLAND AVE,02/22/2013,Middle East,Eastern,13,"(39.30052723, -76.58859866)",13987,152,126
1517 070 091707,1517,070,2047 E HOFFMAN ST,09/17/2007,Broadway East,Eastern,13,"(39.30646295, -76.58881493)",26956,23,148
1121 014 042216,1121,014,1526 HOLBROOK ST,04/22/2016,Oliver,Eastern,12,"(39.30772403, -76.60340307)",13645,180,193
1455 029 070217,1455,029,1651 N MILTON AVE,07/02/2017,Berea,Eastern,13,"(39.31006991, -76.58256179)",26956,15,277
2454C025 030411,2454C,025,3019 PRESSTMAN ST,03/04/2011,Rosemont,Southwestern,9,"(39.30419096, -76.66809766)",27297,216,81
1661 045 040415,1661,045,521 N DECKER AVE,04/04/2015,Ellwood Park/Monument,Southeastern,13,"(39.29747466, -76.57419099)",13987,78,124
0187 002 080113,0187,002,104 N POPPLETON ST,08/01/2013,Poppleton,Western,9,"(39.29030418, -76.63246186)",27632,201,8
1609 089 080715,1609,089,805 N ROSE ST,08/07/2015,Milton-Montford,Eastern,13,"(39.30035026, -76.58149369)",13987,155,125
0272 063 032014,0272,063,320 S PULASKI ST,03/20/2014,Carrollton Ridge,Southwestern,9,"(39.28333847, -76.65003856)",27632,36,279
1828 065 013019,1828,065,1709 FLEET ST,01/30/2019,Fells Point,Southeastern,1,"(39.28436678, -76.59260584)",27954,68,286
2406 030 092106,2406,030,2859 W NORTH AVE,09/21/2006,Northwest Community Action,Southwestern,7,"(39.30882929, -76.66549143)",27297,166,41
4130 029 061919,4130,029,1613 ABBOTSTON ST,06/19/2019,Coldstream Homestead Montebello,Notheastern,14,"(39.32255069, -76.59433044)",27307,54,189
3424 042 050813,3424,042,2342 EUTAW PL,05/08/2013,Reservoir Hill,Central,7,"(39.31259022, -76.63655181)",27301,210,18
4626A082 052619,4626A,082,4638 PIMLICO ROAD,05/26/2019,Central Park Heights,Northwestern,6,"(39.34397204, -76.66810973)",27295,43,237
0128 052 091408,0128,052,1006 W FRANKLIN ST,09/14/2008,Harlem Park,Western,9,"(39.29452037, -76.63442386)",27632,106,53
7477 042 110804,7477,042,2619 RIDGELY ST,11/08/2004,Mount Winans,Southern,10,"(39.26134495, -76.64567484)",27953,169,161
2362 008 041516,2362,008,2528 EDMONDSON AVE,04/15/2016,Rosemont Homeowners/Tenants,Western,9,"(39.29495483, -76.65727254)",27632,218,233
0075 027 020811,0075,027,930 N STRICKER ST,02/08/2011,Sandtown-Winchester,Western,9,"(39.29972707, -76.64184445)",27301,221,86
5559 017 102910,5559,017,3105 CHESLEY AVE,10/29/2010,North Harford Road,Notheastern,3,"(39.36440024, -76.54725644)",27957,174,266
0125 015 031210,0125,015,528 N CAREY ST,03/12/2010,Harlem Park,Western,9,"(39.29495812, -76.63878425)",27632,106,53
7439A007 103114,7439A,007,2243 CEDLEY ST,10/31/2014,Westport,Southern,10,"(39.26280017, -76.63189039)",27953,258,151
7090 029A 092818,7090,029A,208 WASHBURN AVE,09/28/2018,Brooklyn,Southern,10,"(39.23614962, -76.60883341)",27937,26,144
3206 051 022117,3206,051,1922 N PAYSON ST,02/21/2017,Mondawmin,Western,7,"(39.31054046, -76.65019117)",27301,157,39
0276 022 032111,0276,022,323 S FULTON AVE,03/21/2011,New Southwest/Mount Clare,Southern,9,"(39.28383374, -76.64471751)",27632,159,9
1485 005 100407,1485,005,2409 E FEDERAL ST,10/04/2007,Broadway East,Eastern,13,"(39.30868576, -76.58397628)",26956,23,148
4164 005 032105,4164,005,1408 DARLEY AVE,03/21/2005,Darley Park,Eastern,14,"(39.31520688, -76.59651669)",26956,63,198
4511C050 040119,4511C,050,5337 GIST AVE,04/01/2019,Arlington,Northwestern,5,"(39.34750873, -76.6854916)",27295,5,244
4114G033 100511,4114G,033,1551 MONTPELIER ST,10/05/2011,Coldstream Homestead Montebello,Notheastern,14,"(39.3207366, -76.59707874)",27307,54,159
0709 027 110507,0709,027,403 S NORRIS ST,11/05/2007,New Southwest/Mount Clare,Southern,9,"(39.28305552, -76.63976683)",27632,159,9
1520 040 071015,1520,040,2431 E HOFFMAN ST,07/10/2015,Broadway East,Eastern,13,"(39.30668535, -76.58323827)",26956,23,148
0102 035 092706,0102,035,717 N CAREY ST,09/27/2006,Harlem Park,Western,9,"(39.29718961, -76.638317)",27301,106,53
0299 020 050310,0299,020,1339 W NORTH AVE,05/03/2010,Druid Heights,Central,7,"(39.3100217, -76.63940335)",27301,66,98
7868B008 111609,7868B,008,2345 WASHINGTON BLVD,11/16/2009,Morrell Park,Southwestern,10,"(39.26880066, -76.64967421)",27953,162,164
2165 010 031419,2165,010,41 N CATHERINE ST,03/14/2019,Shipley Hill,Southwestern,9,"(39.28883796, -76.65631744)",27632,225,78
2345 025 102715,2345,025,849 N BENTALOU ST,10/27/2015,Midtown-Edmondson,Western,9,"(39.29833342, -76.65314861)",27297,153,85
2704 001B 013118,2704,001B,4011 PENHURST AVE,01/31/2018,West Arlington,Northwestern,6,"(39.33840576, -76.68639089)",27295,252,65
2518 011 071715,2518,011,840 N WOODINGTON ROAD,07/17/2015,Rognel Heights,Southwestern,8,"(39.29761784, -76.68643437)",27950,213,54
3400 046 061417,3400,046,1913 N FULTON AVE,06/14/2017,Penn North,Western,7,"(39.31054586, -76.6460804)",27301,195,39
4006 056 121613,4006,056,1913 SAPP ST,12/16/2013,East Baltimore Midway,Eastern,12,"(39.31242656, -76.60216263)",27307,73,156
3418 041 061515,3418,041,2443 MCCULLOH ST,06/15/2015,Reservoir Hill,Central,7,"(39.31289365, -76.63909316)",27301,210,18
0294 040 032808,0294,040,1735 N CAREY ST,03/28/2008,Penn North,Western,7,"(39.30951893, -76.64311462)",27301,195,22
1463 056 042516,1463,056,1703 N BRADFORD ST,04/25/2016,Broadway East,Eastern,13,"(39.31012379, -76.58492592)",26956,23,277
5731 039 021519,5731,039,5916 GREENHILL AVE,02/15/2019,Cedmont,Notheastern,2,"(39.34563976, -76.53819744)",13991,39,215
0213 024 013017,0213,024,1520 HOLLINS ST,01/30/2017,Union Square,Southern,9,"(39.28770541, -76.64173162)",27632,236,9
3212 062 032218,3212,062,2006 N PULASKI ST,03/22/2018,Mondawmin,Western,7,"(39.31118868, -76.65163)",27301,157,39
1152 046 071316,1152,046,427 E PRESTON ST,07/13/2016,Johnston Square,Eastern,12,"(39.30452343, -76.61032677)",13645,124,104
1155 020 101916,1155,020,711 E PRESTON ST,10/19/2016,Johnston Square,Eastern,12,"(39.30464488, -76.60776313)",13645,124,104
0197 013 081406,0197,013,1425 W FAYETTE ST,08/14/2006,Franklin Square,Western,9,"(39.28944499, -76.64073391)",27632,84,10
1456 066 072012,1456,066,1726 E LANVALE ST,07/20/2012,Broadway East,Eastern,12,"(39.30983469, -76.59355772)",26956,23,154
4167 017 052611,4167,017,2034 E NORTH AVE,05/26/2011,South Clifton Park,Eastern,12,"(39.31263489, -76.58903646)",26956,226,155
0050 071 060112,0050,071,1115 N MONROE ST,06/01/2012,Sandtown-Winchester,Western,9,"(39.30153378, -76.64742413)",27301,221,86
1630 004 102416,1630,004,3040 E MONUMENT ST,10/24/2016,Madison-Eastend,Eastern,13,"(39.29935922, -76.57403276)",13987,145,124
0125 053 022419,0125,053,503 N CALHOUN ST,02/24/2019,Harlem Park,Western,9,"(39.29428567, -76.63961936)",27632,106,53
